0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
4613,0.33744,Jalan Bendahara,-,0.7,TR,24.0,24.0,27.8,0.38369,2020-08-03T00:59:47Z,Jalan Bunga Raya Pantai,0be14ae0-ad78-4548-a608-15618bc7933d,F05+04611,F05+04611_2020-08-03T00:59:47Z,
4608,0.00953,Jalan Gajah Berang,-,0.7,TR,44.0,44.0,46.0,0.0,2020-08-03T00:59:47Z,Jalan Tun Perak,1879d049-0b07-45e0-a250-539da9366b4c,F05+04607,F05+04607_2020-08-03T00:59:47Z,
4609,0.75792,Jalan Bachang,-,0.7,TR,36.0,36.0,43.3,1.32409,2020-08-03T00:59:47Z,Jalan Tun Perak,1879d049-0b07-45e0-a250-539da9366b4c,F05+04607,F05+04607_2020-08-03T00:59:47Z,
4610,0.96312,Lebuh AMJ/Jalan Lorong Pandan,-,0.7,TR,48.0,48.0,55.2,1.01449,2020-08-03T00:59:47Z,Jalan Tun Perak,1879d049-0b07-45e0-a250-539da9366b4c,F05+04607,F05+04607_2020-08-03T00:59:47Z,
4606,0.05106,Lebuh AMJ/Jalan Tun Perak,+,0.7,TR,35.0,35.0,38.0,0.0,2020-08-03T00:59:47Z,Jalan Pandan,c5938f70-276c-413f-9350-cd4e99b20f25,F05-04601,F05-04601_2020-08-03T00:59:47Z,
4605,0.34332,Jalan Taman Pandan Jaya,+,0.7,TR,42.0,42.0,47.7,1.59329,2020-08-03T00:59:47Z,Jalan Pandan,c5938f70-276c-413f-9350-cd4e99b20f25,F05-04601,F05-04601_2020-08-03T00:59:47Z,
4604,0.64252,Jalan Pokok Melaka,+,0.7,TR,43.0,43.0,51.9,2.28644,2020-08-03T00:59:47Z,Jalan Pandan,c5938f70-276c-413f-9350-cd4e99b20f25,F05-04601,F05-04601_2020-08-03T00:59:47Z,
4603,0.42549,Jalan Taman Pandan Indah,+,0.7,TR,56.0,56.0,58.1,0.48192,2020-08-03T00:59:47Z,Jalan Pandan,c5938f70-276c-413f-9350-cd4e99b20f25,F05-04601,F05-04601_2020-08-03T00:59:47Z,
4602,0.73988,Jalan Tengkera,+,0.7,TR,53.0,53.0,55.0,0.48484,2020-08-03T00:59:47Z,Jalan Pandan,c5938f70-276c-413f-9350-cd4e99b20f25,F05-04601,F05-04601_2020-08-03T00:59:47Z,
4615,0.05284,Jalan Bunga Raya Pantai,-,0.7,TR,21.0,21.0,24.0,0.0,2020-08-03T00:59:47Z,Jalan Bendahara,62a5de01-2aa9-41d7-b541-bcd1ecd9fb8f,F05+04614,F05+04614_2020-08-03T00:59:47Z,
4616,0.25845,Jalan Munshi Abdullah,-,0.7,TR,24.0,24.0,36.2,3.38858,2020-08-03T00:59:47Z,Jalan Bendahara,62a5de01-2aa9-41d7-b541-bcd1ecd9fb8f,F05+04614,F05+04614_2020-08-03T00:59:47Z,
4618,0.697,Jalan Laksamana Cheng Ho/Jalan Putri Hang Li Poh/Jalan Temenggong,+,0.7,TR,41.0,41.0,43.2,0.0,2020-08-03T00:59:47Z,Jalan Munshi Abdullah,7f588c48-be4f-4608-a2f2-266fc413e3ec,F05-04617,F05-04617_2020-08-03T00:59:47Z,
4625,0.06023,Jalan Ayer Leleh/Lorong Bukit Senjuang/Jalan Bukit Senjuang,+,0.7,TR,31.0,31.0,34.5,0.19323,2020-08-03T00:59:47Z,Jalan Laksamana Cheng Ho,d783e8b2-1a69-464b-a21f-097e4d647bf4,F05-04622,F05-04622_2020-08-03T00:59:47Z,
4624,0.61646,Jalan Bukit Gedong,+,0.7,TR,36.0,36.0,43.0,1.24031,2020-08-03T00:59:47Z,Jalan Laksamana Cheng Ho,d783e8b2-1a69-464b-a21f-097e4d647bf4,F05-04622,F05-04622_2020-08-03T00:59:47Z,
4623,0.42319,Jalan Munsyi Abdullah/Jalan Putri Hang Li Poh/Jalan Temenggong,+,0.7,TR,34.0,34.0,40.8,1.24183,2020-08-03T00:59:47Z,Jalan Laksamana Cheng Ho,d783e8b2-1a69-464b-a21f-097e4d647bf4,F05-04622,F05-04622_2020-08-03T00:59:47Z,
4618,0.03608,Jalan Laksamana Cheng Ho/Jalan Putri Hang Li Poh/Jalan Temenggong,-,0.7,TR,20.0,20.0,23.2,0.11494,2020-08-03T00:59:47Z,Jalan Munshi Abdullah,9704065c-f5b2-4829-981a-1af96f745aa2,F05+04617,F05+04617_2020-08-03T00:59:47Z,
4619,0.65913,Jalan Bendahara,-,0.7,TR,38.0,38.0,46.8,1.65242,2020-08-03T00:59:47Z,Jalan Munshi Abdullah,9704065c-f5b2-4829-981a-1af96f745aa2,F05+04617,F05+04617_2020-08-03T00:59:47Z,
4620,0.13251,Jalan Bunga Raya Pantai,-,0.7,TR,25.0,25.0,26.6,0.0,2020-08-03T00:59:47Z,Jalan Munshi Abdullah,9704065c-f5b2-4829-981a-1af96f745aa2,F05+04617,F05+04617_2020-08-03T00:59:47Z,
4621,0.50693,Jalan Kubu/Jalan Hang Tuah,-,0.7,TR,36.0,36.0,43.1,1.26836,2020-08-03T00:59:47Z,Jalan Munshi Abdullah,9704065c-f5b2-4829-981a-1af96f745aa2,F05+04617,F05+04617_2020-08-03T00:59:47Z,
4623,0.02209,Jalan Munsyi Abdullah/Jalan Putri Hang Li Poh/Jalan Temenggong,-,0.7,TR,28.0,28.0,28.0,0.0,2020-08-03T00:59:47Z,Jalan Laksamana Cheng Ho,655ee30c-9a0f-4515-ab7c-ee34518f3219,F05+04622,F05+04622_2020-08-03T00:59:47Z,
4624,0.4271,Jalan Bukit Gedong,-,0.7,TR,44.0,44.0,49.1,0.57026,2020-08-03T00:59:47Z,Jalan Laksamana Cheng Ho,655ee30c-9a0f-4515-ab7c-ee34518f3219,F05+04622,F05+04622_2020-08-03T00:59:47Z,
4625,0.6344,Jalan Ayer Leleh/Lorong Bukit Senjuang/Jalan Bukit Senjuang,-,0.7,TR,35.0,35.0,42.6,1.43974,2020-08-03T00:59:47Z,Jalan Laksamana Cheng Ho,655ee30c-9a0f-4515-ab7c-ee34518f3219,F05+04622,F05+04622_2020-08-03T00:59:47Z,
4629,0.09566,Lebuh AMJ/Jalan Tun Abdul Razak,+,0.7,TR,41.0,41.0,43.1,0.0,2020-08-03T00:59:47Z,Jalan Semabok,f7f1c7ff-50fc-4d5d-b69a-a73cea0ec01c,F05-04626,F05-04626_2020-08-03T00:59:47Z,
4630,0.68093,Jalan Taman Tam Khor Nam,+,0.7,TR,59.0,59.0,60.1,0.24403,2020-08-03T00:59:47Z,Jalan Semabok,f7f1c7ff-50fc-4d5d-b69a-a73cea0ec01c,F05-04626,F05-04626_2020-08-03T00:59:47Z,
4628,0.45397,Jalan Masjid Ujong Pasir,+,0.7,TR,51.0,51.0,51.4,0.10376,2020-08-03T00:59:47Z,Jalan Semabok,f7f1c7ff-50fc-4d5d-b69a-a73cea0ec01c,F05-04626,F05-04626_2020-08-03T00:59:47Z,
4627,0.19296,Jalan Ayer Leleh/Jalan Laksamana Cheng Ho/Lorong Bukit Senjuang,+,0.7,TR,27.0,27.0,36.7,2.43415,2020-08-03T00:59:47Z,Jalan Semabok,f7f1c7ff-50fc-4d5d-b69a-a73cea0ec01c,F05-04626,F05-04626_2020-08-03T00:59:47Z,
4633,0.09843,Lebuh AMJ,+,0.7,TR,36.0,36.0,39.9,0.30075,2020-08-03T00:59:47Z,Jalan Bachang,f14d66b7-df12-493e-84f8-11027f28681e,F05-04631,F05-04631_2020-08-03T00:59:47Z,
4632,0.27208,Jalan Tun Perak,+,0.7,TR,39.0,39.0,41.1,0.68126,2020-08-03T00:59:47Z,Jalan Bachang,f14d66b7-df12-493e-84f8-11027f28681e,F05-04631,F05-04631_2020-08-03T00:59:47Z,
4632,0.05737,Jalan Tun Perak,-,0.7,TR,39.0,39.0,43.7,1.43401,2020-08-03T00:59:47Z,Jalan Bachang,7600c4eb-7679-4964-8b14-69ec869b75c2,F05+04631,F05+04631_2020-08-03T00:59:47Z,
4633,0.32415,Lebuh AMJ,-,0.7,TR,30.0,30.0,38.5,1.90476,2020-08-03T00:59:47Z,Jalan Bachang,7600c4eb-7679-4964-8b14-69ec869b75c2,F05+04631,F05+04631_2020-08-03T00:59:47Z,
4627,0.10352,Jalan Ayer Leleh/Jalan Laksamana Cheng Ho/Lorong Bukit Senjuang,-,0.7,TR,32.0,32.0,37.7,0.9549,2020-08-03T00:59:47Z,Jalan Semabok,b04227b3-fa37-48de-a91f-b63978bfa243,F05+04626,F05+04626_2020-08-03T00:59:47Z,
4628,0.08944,Jalan Masjid Ujong Pasir,-,0.7,TR,37.0,37.0,41.3,0.41969,2020-08-03T00:59:47Z,Jalan Semabok,b04227b3-fa37-48de-a91f-b63978bfa243,F05+04626,F05+04626_2020-08-03T00:59:47Z,
4630,0.45397,Jalan Taman Tam Khor Nam,-,0.7,TR,47.0,47.0,52.2,0.56194,2020-08-03T00:59:47Z,Jalan Semabok,b04227b3-fa37-48de-a91f-b63978bfa243,F05+04626,F05+04626_2020-08-03T00:59:47Z,
4629,0.77659,Lebuh AMJ/Jalan Tun Abdul Razak,-,0.7,TR,48.0,48.0,56.6,1.31919,2020-08-03T00:59:47Z,Jalan Semabok,b04227b3-fa37-48de-a91f-b63978bfa243,F05+04626,F05+04626_2020-08-03T00:59:47Z,
4667,0.04877,Lebuhraya Utara-Selatan,+,0.86,TR,64.42,64.42,90.0,4.11617,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,421e4ffd-b361-49b3-adc7-f27fe3625d69,F05-04660,F05-04660_2020-08-03T00:59:47Z,
4666,2.41577,Petaling Jaya/Klang Valley,+,0.84,TR,83.17,83.17,90.0,1.11356,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,421e4ffd-b361-49b3-adc7-f27fe3625d69,F05-04660,F05-04660_2020-08-03T00:59:47Z,
4665,2.7502,E23/Lingkaran Damansara/Damansara Link,+,0.77,TR,90.0,99.26,90.0,0.0,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,421e4ffd-b361-49b3-adc7-f27fe3625d69,F05-04660,F05-04660_2020-08-03T00:59:47Z,
4664,3.17667,15/Jalan Lapangan Terbang Subang,+,0.86,TR,84.95,84.95,90.0,0.82231,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,421e4ffd-b361-49b3-adc7-f27fe3625d69,F05-04660,F05-04660_2020-08-03T00:59:47Z,
4663,5.18984,E6/Lebuhraya Utara-Selatan Hubungan Tengah/Lebuhraya Elite/E35/L,+,0.85,TR,83.96,83.96,90.0,0.98424,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,421e4ffd-b361-49b3-adc7-f27fe3625d69,F05-04660,F05-04660_2020-08-03T00:59:47Z,
4662,5.9682,Lebuhraya Setia Alam,+,0.78,TR,89.84,89.84,108.3,2.5006,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,421e4ffd-b361-49b3-adc7-f27fe3625d69,F05-04660,F05-04660_2020-08-03T00:59:47Z,
4661,4.49762,20/Lebuhraya Selat Klang/Persiaran Waja,+,0.92,TR,60.55,60.55,"{'SS': [{'JF': 0.83041, 'LE': 2.41062, 'SP': 72.7, 'FF': 88.41, 'SU': 82.9}, {'JF': 8.80538, 'LE': 0.21355, 'SP': 15.56, 'FF': 50.0, 'SU': 15.56}, {'JF': 0.0, 'LE': 1.87344, 'SP': 59.51, 'FF': 58.69, 'SU': 59.51}]}",70.9,1.94663,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,421e4ffd-b361-49b3-adc7-f27fe3625d69,F05-04660,F05-04660_2020-08-03T00:59:47Z
4661,0.76374,20/Lebuhraya Selat Klang/Persiaran Waja,-,0.73,TR,68.09,68.09,67.1,0.0,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,b662044e-28a0-4336-a821-5b1d18b46cb9,F05+04660,F05+04660_2020-08-03T00:59:47Z,
4662,4.4619,Lebuhraya Setia Alam,-,0.74,TR,82.6,82.6,82.7,0.01813,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,b662044e-28a0-4336-a821-5b1d18b46cb9,F05+04660,F05+04660_2020-08-03T00:59:47Z,
4663,6.17108,E6/Lebuhraya Utara-Selatan Hubungan Tengah/Lebuhraya Elite/E35/L,-,0.76,TR,88.66,88.66,110.0,2.84593,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,b662044e-28a0-4336-a821-5b1d18b46cb9,F05+04660,F05+04660_2020-08-03T00:59:47Z,
4664,4.32286,15/Jalan Lapangan Terbang Subang,-,0.7,TR,78.0,78.0,88.6,1.7547,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,b662044e-28a0-4336-a821-5b1d18b46cb9,F05+04660,F05+04660_2020-08-03T00:59:47Z,
4665,3.19937,E23/Lingkaran Damansara/Damansara Link,-,0.7,TR,81.0,81.0,90.0,1.46666,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,b662044e-28a0-4336-a821-5b1d18b46cb9,F05+04660,F05+04660_2020-08-03T00:59:47Z,
4666,2.7457,Petaling Jaya/Klang Valley,-,0.7,TR,89.0,89.0,90.0,0.16296,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,b662044e-28a0-4336-a821-5b1d18b46cb9,F05+04660,F05+04660_2020-08-03T00:59:47Z,
4667,2.18595,Lebuhraya Utara-Selatan,-,0.7,TR,83.0,83.0,90.0,1.14074,2020-08-03T00:59:47Z,Lebuhraya Baru Lembah Klang/Lebuhraya NKVE/New Klang Valley Expressway,b662044e-28a0-4336-a821-5b1d18b46cb9,F05+04660,F05+04660_2020-08-03T00:59:47Z,
4659,0.74456,Damansara-Puchong Expressway/Lebuhraya Damansara-Puchong/Lebuhraya LDP,+,0.7,TR,57.0,57.0,65.3,1.69474,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4658,0.79902,Persiaran Perdana,+,0.7,TR,66.0,66.0,71.3,0.99111,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4657,0.30797,Persiaran Industri,+,0.7,TR,62.0,62.0,67.3,1.05002,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4656,1.84749,Jalan PJU 10/1,+,0.71,TR,64.79,64.79,74.2,1.69044,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4655,0.37544,E1/Lebuhraya Utara-Selatan,+,0.73,TR,59.56,59.56,80.0,3.40618,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4654,1.48533,15/Jalan Sungai Buloh/Jalan Hospital,+,0.74,TR,60.6,60.6,"{'SS': [{'JF': 3.43346, 'LE': 0.47202, 'SP': 58.08, 'FF': 78.22, 'SU': 58.08}, {'JF': 6.00617, 'LE': 0.34615, 'SP': 46.54, 'FF': 77.61, 'SU': 46.54}, {'JF': 0.90241, 'LE': 0.66715, 'SP': 74.59, 'FF': 80.0, 'SU': 74.59}]}",78.9,3.09238,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z
4653,1.33831,Persiaran Bukit Rahman Putra 2/1,+,0.71,TR,61.22,61.22,61.7,0.10455,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4652,2.0739,Jalan Paya Jaras (East),+,0.7,TR,53.0,53.0,57.8,1.10726,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4651,0.49194,Jalan Paya Jaras (West),+,0.7,TR,49.0,49.0,56.9,1.8512,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4650,2.25602,B25/Jalan Kuang/Jalan Sek Men Bukit Gading,+,0.7,TR,55.0,55.0,60.2,1.15171,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4649,2.26807,Jalan Kubu Gajah,+,0.7,TR,43.0,43.0,43.9,0.27334,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4648,0.77838,E35/Lebuhraya Koridor Guthrie/Guthrie Corridor Expressway,+,0.72,TR,68.31,68.31,74.8,1.15768,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4647,0.78102,Persiaran Elmina,+,0.7,TR,62.0,62.0,68.8,1.31782,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4646,2.74086,Jalan DC,+,0.7,TR,68.0,68.0,73.6,1.01449,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4645,2.27951,B1/Jalan Meru,+,0.7,TR,72.0,72.0,79.3,1.2274,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
14005,1.77317,Connector 54/E25,+,0.7,TR,61.0,61.0,65.6,0.93495,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4644,1.99534,Ijok Rural,+,0.7,TR,70.0,70.0,70.5,0.09456,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4643,3.55209,B111/Jalan Ijok-Batu Arang,+,0.7,TR,60.0,60.0,60.2,0.04429,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4642,3.39999,B35/Jalan Ijok Ke Batang Berjuntai/Jalan Bukit Badong,+,0.7,TR,67.0,67.0,68.9,0.36768,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4641,1.76444,Jalan Dato Muskam/Jalan Haji Abdul Aziz,+,0.7,TR,69.0,69.0,71.0,0.37558,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4640,2.53129,B109/Jalan Parit Mahang,+,0.7,TR,67.0,67.0,75.0,1.42222,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
14004,0.51507,E25/Lebuhraya KL-Kuala Selangor/KL-Kuala Selangor Expressway,+,0.7,TR,42.0,42.0,45.9,0.26143,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4639,4.84526,B108/Jalan Permatang Tengah,+,0.7,TR,73.0,73.0,78.5,0.93418,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4638,1.59826,B77/Jalan Kelab,+,0.7,TR,73.0,73.0,75.8,0.49252,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4637,1.55227,Jalan Batu Satu,+,0.7,TR,67.0,67.0,71.1,0.76887,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4636,0.81743,Jalan Keretapi,+,0.7,TR,66.0,66.0,67.8,0.35398,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
4635,0.85492,5/Jalan Kuala Selangor,+,0.7,TR,59.0,59.0,64.2,0.4569,2020-08-03T00:59:47Z,54,d3561e02-93d1-4ab0-81c7-c8f75f72e1c7,F05-04634,F05-04634_2020-08-03T00:59:47Z,
7029,0.66423,Lebuh Sentosa,+,0.74,TR,50.0,53.11,50.0,0.0,2020-08-03T00:59:47Z,Lingkaran Putrajaya,0b9975f7-9132-41a4-bf22-e61903123e09,F05-04689,F05-04689_2020-08-03T00:59:47Z,
7028,1.54665,B15,+,0.77,TR,50.0,74.79,50.0,0.0,2020-08-03T00:59:47Z,Lingkaran Putrajaya,0b9975f7-9132-41a4-bf22-e61903123e09,F05-04689,F05-04689_2020-08-03T00:59:47Z,
7027,0.55386,Persiaran Apec,+,0.83,TR,80.0,96.21,80.0,0.0,2020-08-03T00:59:47Z,Lingkaran Putrajaya,0b9975f7-9132-41a4-bf22-e61903123e09,F05-04689,F05-04689_2020-08-03T00:59:47Z,
4691,1.59807,E20/Lebuhraya Maju/Lebuhraya KL-Putrajaya/Lebuhraya Mex,+,0.76,TR,87.1,87.1,87.2,0.01632,2020-08-03T00:59:47Z,Lingkaran Putrajaya,0b9975f7-9132-41a4-bf22-e61903123e09,F05-04689,F05-04689_2020-08-03T00:59:47Z,
4690,6.18714,E6/Lebuhraya Utara-Selatan Hubungan Tengah/Lebuhraya Elite,+,0.72,TR,71.13,71.13,75.0,0.75722,2020-08-03T00:59:47Z,Lingkaran Putrajaya,0b9975f7-9132-41a4-bf22-e61903123e09,F05-04689,F05-04689_2020-08-03T00:59:47Z,
4690,0.03801,E6/Lebuhraya Utara-Selatan Hubungan Tengah/Lebuhraya Elite,-,0.74,TR,80.0,83.49,80.0,0.0,2020-08-03T00:59:47Z,Lingkaran Putrajaya,333d867c-c08b-45b2-af93-61ca8ae9bd55,F05+04689,F05+04689_2020-08-03T00:59:47Z,
4691,6.79309,E20/Lebuhraya Maju/Lebuhraya KL-Putrajaya/Lebuhraya Mex,-,0.76,TR,83.96,83.96,88.3,0.72028,2020-08-03T00:59:47Z,Lingkaran Putrajaya,333d867c-c08b-45b2-af93-61ca8ae9bd55,F05+04689,F05+04689_2020-08-03T00:59:47Z,
7027,0.99084,Persiaran Apec,-,0.76,TR,89.07,89.07,90.0,0.15087,2020-08-03T00:59:47Z,Lingkaran Putrajaya,333d867c-c08b-45b2-af93-61ca8ae9bd55,F05+04689,F05+04689_2020-08-03T00:59:47Z,
7028,1.31133,B15,-,0.75,TR,67.74,67.74,70.2,0.51314,2020-08-03T00:59:47Z,Lingkaran Putrajaya,333d867c-c08b-45b2-af93-61ca8ae9bd55,F05+04689,F05+04689_2020-08-03T00:59:47Z,
7029,1.52866,Lebuh Sentosa,-,0.77,TR,56.9,61.71,51.9,0.0,2020-08-03T00:59:47Z,Lingkaran Putrajaya,333d867c-c08b-45b2-af93-61ca8ae9bd55,F05+04689,F05+04689_2020-08-03T00:59:47Z,
4688,0.32152,2/Persiaran Sultan Ibrahim/Lebuhraya Persekutuan,+,0.7,TR,30.0,30.0,44.8,3.5119,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4687,0.40739,Lebuh Keluli/Persiaran Bukit Raja,+,0.7,TR,65.0,65.0,72.3,1.34624,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4686,1.21609,E1/Lebuhraya Baru Lembah Klang/New Klang Valley Expressway,+,0.72,TR,76.6,76.6,84.2,1.20415,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4685,0.22543,Persiaran Bukit Raja,+,0.7,TR,78.0,78.0,86.1,1.25435,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4684,0.6597,E30/Lebuhraya Pintas Selat Klang Utara Baru,+,0.7,TR,64.0,64.0,65.7,0.345,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4683,1.15194,B1/Jalan Meru,+,0.7,TR,52.0,52.0,58.0,1.37931,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4682,0.3334,Jalan Bahagia/Jalan Sentosa 51,+,0.7,TR,47.0,47.0,49.7,0.72434,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4681,0.62739,Jalan Istimewa,+,0.7,TR,49.0,49.0,50.0,0.26666,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4680,0.23872,Lebuh Kangar,+,0.7,TR,49.0,49.0,50.0,0.26666,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4679,0.43345,Jalan Sungai Putus,+,0.7,TR,50.0,50.0,50.0,0.0,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4678,0.29623,5/Jalan Kapar,+,0.7,TR,39.0,39.0,44.1,1.54195,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4677,0.93645,Jalan Bakti/Jalan Goh Hock Huat,+,0.7,TR,47.0,47.0,49.1,0.57026,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
4676,1.16643,Jalan Haji Musran,+,0.7,TR,47.0,47.0,48.5,0.41237,2020-08-03T00:59:47Z,Lebuhraya Selat Klang,486e3208-2b25-4c9d-8279-20e57505c44f,F05-04668,F05-04668_2020-08-03T00:59:47Z,
