0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3603,2.02899,138,-,0.7,TR,56.0,56.0,60.2,0.26578,2020-08-03T00:59:47Z,5,118ed3f8-fe07-4d8e-84c6-7745d559fbbc,F05+03600,F05+03600_2020-08-03T00:59:47Z,
3602,0.75356,Jalan Sri Aman,-,0.7,TR,51.0,51.0,58.2,0.96219,2020-08-03T00:59:47Z,5,118ed3f8-fe07-4d8e-84c6-7745d559fbbc,F05+03600,F05+03600_2020-08-03T00:59:47Z,
3601,1.74174,157/155,-,0.7,TR,51.0,51.0,55.2,0.28985,2020-08-03T00:59:47Z,5,118ed3f8-fe07-4d8e-84c6-7745d559fbbc,F05+03600,F05+03600_2020-08-03T00:59:47Z,
3653,0.61185,E29/Lebuhraya Seremban-Port Dickson/Seremban-Port Dickson Highway,+,0.7,TR,50.0,50.0,57.2,0.53401,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3654,0.17945,N7/Jalan Kuala Sawah,+,0.7,TR,44.0,44.0,45.3,0.38263,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3652,0.42471,N2/Jalan Kayu Ara,+,0.7,TR,37.0,37.0,44.9,1.45508,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3651,3.56703,Jalan Kampung Bemban,+,0.7,TR,61.0,61.0,62.3,0.27822,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3650,2.07191,1265/Jalan LBJ-Port Dickson,+,0.7,TR,66.0,66.0,66.8,0.15968,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3649,3.73535,Persiaran Springhill,+,0.7,TR,68.0,68.0,68.8,0.15503,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3648,2.67303,N6/Jalan Lukut-Rantau,+,0.7,TR,70.0,70.0,70.0,0.0,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3647,1.97039,Port Dickson Rural,+,0.7,TR,60.0,60.0,60.7,0.15376,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3646,0.48677,E29/Lebuhraya Seremban-Port Dickson/Seremban-Port Dickson Highway,+,0.71,TR,54.67,54.67,61.0,1.38421,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3645,2.34139,5/Jalan Bukit Palong,+,0.71,TR,64.06,64.06,68.4,0.84545,2020-08-03T00:59:47Z,53,df139b06-a963-40c1-982b-c2cde9780d33,F05-03644,F05-03644_2020-08-03T00:59:47Z,
3645,0.0755,5/Jalan Bukit Palong,-,0.81,TR,22.15,22.15,45.3,3.14159,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3646,2.52147,E29/Lebuhraya Seremban-Port Dickson/Seremban-Port Dickson Highway,-,0.8,TR,49.76,49.76,60.6,1.72589,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3647,0.26263,Port Dickson Rural,-,0.7,TR,52.0,52.0,57.0,1.16959,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3648,1.99175,N6/Jalan Lukut-Rantau,-,0.7,TR,69.0,69.0,69.8,0.15281,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3649,2.61765,Persiaran Springhill,-,0.7,TR,69.0,69.0,69.8,0.15281,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3650,3.73535,1265/Jalan LBJ-Port Dickson,-,0.7,TR,67.0,67.0,68.2,0.2346,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3651,2.07191,Jalan Kampung Bemban,-,0.7,TR,61.0,61.0,57.3,0.0,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3652,3.61988,N2/Jalan Kayu Ara,-,0.7,TR,58.0,58.0,59.0,0.22598,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3654,0.41476,N7/Jalan Kuala Sawah,-,0.7,TR,42.0,42.0,43.8,0.54794,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3653,0.64354,E29/Lebuhraya Seremban-Port Dickson/Seremban-Port Dickson Highway,-,0.7,TR,49.0,49.0,52.5,0.12698,2020-08-03T00:59:47Z,53,8ac7a819-daf2-4c9c-ae1a-672302630cd0,F05+03644,F05+03644_2020-08-03T00:59:47Z,
3661,0.08421,Jalan Persiaran Seremban Tiga 1,+,0.7,TR,76.0,76.0,78.0,0.34188,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,ec9962bb-5142-4453-8f19-a65b21254406,F05-03655,F05-03655_2020-08-03T00:59:47Z,
3660,0.5067,53/Jalan Kayu Ara,+,0.7,TR,76.0,76.0,78.9,0.49007,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,ec9962bb-5142-4453-8f19-a65b21254406,F05-03655,F05-03655_2020-08-03T00:59:47Z,
3659,11.13116,Persiaran Springhill,+,0.71,TR,95.79,95.79,103.7,1.11928,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,ec9962bb-5142-4453-8f19-a65b21254406,F05-03655,F05-03655_2020-08-03T00:59:47Z,
3658,2.13633,53/Jalan Seremban,+,0.71,TR,102.77,102.77,110.0,0.96423,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,ec9962bb-5142-4453-8f19-a65b21254406,F05-03655,F05-03655_2020-08-03T00:59:47Z,
3657,10.09073,N8,+,0.71,TR,97.08,97.08,103.0,0.76605,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,ec9962bb-5142-4453-8f19-a65b21254406,F05-03655,F05-03655_2020-08-03T00:59:47Z,
15531,1.95149,Si Rusa,+,0.7,TR,86.0,86.0,87.4,0.21357,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,ec9962bb-5142-4453-8f19-a65b21254406,F05-03655,F05-03655_2020-08-03T00:59:47Z,
3656,1.71142,5/Jalan Pantai,+,0.7,TR,78.0,78.0,81.7,0.60383,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,ec9962bb-5142-4453-8f19-a65b21254406,F05-03655,F05-03655_2020-08-03T00:59:47Z,
3656,0.03558,5/Jalan Pantai,-,0.7,TR,46.0,46.0,40.0,0.0,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,f63cb077-6dd5-408e-b91c-2d5b7693cfc0,F05+03655,F05+03655_2020-08-03T00:59:47Z,
15531,1.70521,Si Rusa,-,0.7,TR,77.0,77.0,79.1,0.35398,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,f63cb077-6dd5-408e-b91c-2d5b7693cfc0,F05+03655,F05+03655_2020-08-03T00:59:47Z,
3657,2.06848,N8,-,0.7,TR,70.0,70.0,87.1,2.61768,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,f63cb077-6dd5-408e-b91c-2d5b7693cfc0,F05+03655,F05+03655_2020-08-03T00:59:47Z,
3658,10.27909,53/Jalan Seremban,-,0.7,TR,99.0,99.0,105.1,0.77386,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,f63cb077-6dd5-408e-b91c-2d5b7693cfc0,F05+03655,F05+03655_2020-08-03T00:59:47Z,
3659,1.75935,Persiaran Springhill,-,0.7,TR,100.0,100.0,110.0,1.33333,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,f63cb077-6dd5-408e-b91c-2d5b7693cfc0,F05+03655,F05+03655_2020-08-03T00:59:47Z,
3660,11.22204,53/Jalan Kayu Ara,-,0.7,TR,93.0,93.0,100.1,1.04029,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,f63cb077-6dd5-408e-b91c-2d5b7693cfc0,F05+03655,F05+03655_2020-08-03T00:59:47Z,
3661,0.54852,Jalan Persiaran Seremban Tiga 1,-,0.7,TR,77.0,77.0,79.8,0.46783,2020-08-03T00:59:47Z,Lebuhraya Seremban-Port Dickson/Lebuhraya SPDH,f63cb077-6dd5-408e-b91c-2d5b7693cfc0,F05+03655,F05+03655_2020-08-03T00:59:47Z,
3671,0.05418,5,-,0.7,TR,53.0,53.0,38.6,0.0,2020-08-03T00:59:47Z,N4,98e2c54c-ce43-4121-b9d5-3713ff465646,F05+03670,F05+03670_2020-08-03T00:59:47Z,
3672,4.18303,Lorong G V Thevar/5,-,0.7,TR,46.0,46.0,35.5,0.0,2020-08-03T00:59:47Z,N4,98e2c54c-ce43-4121-b9d5-3713ff465646,F05+03670,F05+03670_2020-08-03T00:59:47Z,
3669,0.09972,1/Jalan Tuanku Antah/Jalan Zaaba,+,0.71,TR,20.94,20.94,36.0,3.14159,2020-08-03T00:59:47Z,Jalan Rasah,33058f15-2c57-42dc-bed9-474f34c43bae,F05-03662,F05-03662_2020-08-03T00:59:47Z,
3668,1.29909,Jalan Doktor Muthu,+,0.71,TR,52.53,52.53,56.5,0.93802,2020-08-03T00:59:47Z,Jalan Rasah,33058f15-2c57-42dc-bed9-474f34c43bae,F05-03662,F05-03662_2020-08-03T00:59:47Z,
3667,1.20665,Jalan Pekeliling,+,0.79,TR,60.0,60.98,59.5,0.0,2020-08-03T00:59:47Z,Jalan Rasah,33058f15-2c57-42dc-bed9-474f34c43bae,F05-03662,F05-03662_2020-08-03T00:59:47Z,
3666,0.4534,Taman Bukit Chedang,+,0.71,TR,60.0,60.15,60.0,0.0,2020-08-03T00:59:47Z,Jalan Rasah,33058f15-2c57-42dc-bed9-474f34c43bae,F05-03662,F05-03662_2020-08-03T00:59:47Z,
3665,0.47294,Jalan Tok Ungku,+,0.73,TR,47.35,47.35,54.1,1.66337,2020-08-03T00:59:47Z,Jalan Rasah,33058f15-2c57-42dc-bed9-474f34c43bae,F05-03662,F05-03662_2020-08-03T00:59:47Z,
3664,0.62407,E2/Lebuhraya Utara-Selatan,+,0.7,TR,44.0,44.0,56.0,2.14285,2020-08-03T00:59:47Z,Jalan Rasah,33058f15-2c57-42dc-bed9-474f34c43bae,F05-03662,F05-03662_2020-08-03T00:59:47Z,
3663,1.27414,E29/Lebuhraya Seremban-Port Dickson/Seremban-Port Dickson Highway,+,0.7,TR,71.0,71.0,74.8,0.67736,2020-08-03T00:59:47Z,Jalan Rasah,33058f15-2c57-42dc-bed9-474f34c43bae,F05-03662,F05-03662_2020-08-03T00:59:47Z,
3672,0.03309,Lorong G V Thevar/5,+,0.7,TR,50.0,50.0,36.0,0.0,2020-08-03T00:59:47Z,N4,b619743d-3e5c-463a-86a9-674f3b04c03b,F05-03670,F05-03670_2020-08-03T00:59:47Z,
3671,4.20412,5,+,0.7,TR,45.0,45.0,32.7,0.0,2020-08-03T00:59:47Z,N4,b619743d-3e5c-463a-86a9-674f3b04c03b,F05-03670,F05-03670_2020-08-03T00:59:47Z,
3663,0.03296,E29/Lebuhraya Seremban-Port Dickson/Seremban-Port Dickson Highway,-,0.7,TR,77.0,77.0,80.0,0.49999,2020-08-03T00:59:47Z,Jalan Rasah,ad12790c-4101-481e-88c5-f66f3ed25f48,F05+03662,F05+03662_2020-08-03T00:59:47Z,
3664,1.29308,E2/Lebuhraya Utara-Selatan,-,0.7,TR,65.0,65.0,69.8,0.9169,2020-08-03T00:59:47Z,Jalan Rasah,ad12790c-4101-481e-88c5-f66f3ed25f48,F05+03662,F05+03662_2020-08-03T00:59:47Z,
3665,0.76072,Jalan Tok Ungku,-,0.74,TR,29.3,29.3,47.1,3.14159,2020-08-03T00:59:47Z,Jalan Rasah,ad12790c-4101-481e-88c5-f66f3ed25f48,F05+03662,F05+03662_2020-08-03T00:59:47Z,
3666,0.67045,Taman Bukit Chedang,-,0.76,TR,60.0,65.61,59.7,0.0,2020-08-03T00:59:47Z,Jalan Rasah,ad12790c-4101-481e-88c5-f66f3ed25f48,F05+03662,F05+03662_2020-08-03T00:59:47Z,
3667,0.04393,Jalan Pekeliling,-,0.81,TR,60.0,73.08,60.0,0.0,2020-08-03T00:59:47Z,Jalan Rasah,ad12790c-4101-481e-88c5-f66f3ed25f48,F05+03662,F05+03662_2020-08-03T00:59:47Z,
3668,1.26235,Jalan Doktor Muthu,-,0.82,TR,53.17,53.17,59.3,1.37804,2020-08-03T00:59:47Z,Jalan Rasah,ad12790c-4101-481e-88c5-f66f3ed25f48,F05+03662,F05+03662_2020-08-03T00:59:47Z,
3669,1.31473,1/Jalan Tuanku Antah/Jalan Zaaba,-,0.72,TR,44.82,44.82,45.0,0.0545,2020-08-03T00:59:47Z,Jalan Rasah,ad12790c-4101-481e-88c5-f66f3ed25f48,F05+03662,F05+03662_2020-08-03T00:59:47Z,
3725,0.12709,Bulatan Simpang Lima,+,0.7,TR,27.0,27.0,36.4,2.34432,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3724,0.77395,Lebuh Jelutong,+,0.7,TR,51.0,51.0,57.1,0.72387,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3723,0.72087,Persiaran Seraya,+,0.7,TR,43.0,43.0,55.6,2.30215,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3722,0.74897,Jalan Tun Abdul Razak,+,0.7,TR,29.0,29.0,43.2,3.45679,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3721,0.50306,Jalan Tun Sambanthan/B8/Jalan Batu Unjur,+,0.7,TR,33.0,33.0,38.4,0.83333,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3720,0.63694,Jalan Serunai/Lebuh Batu Nilam/Jalan Batu Nilam 1,+,0.7,TR,49.0,49.0,50.0,0.26666,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3719,0.5178,Lebuh Gambus,+,0.7,TR,40.0,40.0,44.3,0.39127,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3718,0.63859,Persiaran Batu Nilam 1/Jalan Bukit Tinggi 2,+,0.7,TR,38.0,38.0,51.7,2.7595,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3717,0.52833,Persiaran Batu Nilam 2,+,0.7,TR,53.0,53.0,59.4,1.43658,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3716,0.47774,Persiaran Botanik,+,0.7,TR,56.0,56.0,62.1,1.30971,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3715,0.79076,E5/Lebuhraya Shah Alam/Lebuhraya KESAS/Shah Alam Expressway,+,0.7,TR,40.0,40.0,54.2,2.75522,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3714,0.62222,B10/Jalan Johan Setia,+,0.79,TR,44.94,44.94,59.2,2.53538,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3713,3.41941,Jalan Batu 7/Jalan Batu 7 Sijangkang Sempadan,+,0.72,TR,61.3,61.3,70.3,1.70623,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3712,0.67629,Jalan SJ 1,+,0.7,TR,52.0,52.0,69.1,2.72069,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3711,0.6214,B128/Jalan Batu 8,+,0.7,TR,59.0,59.0,71.0,1.69014,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3710,0.54362,Jalan Nangka/Jalan Wira,+,0.71,TR,44.72,44.72,66.0,3.6934,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3709,0.85162,B127/Jalan Kampung Medan,+,0.71,TR,44.53,44.53,52.5,1.26321,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3708,0.29389,B129/Jalan Masjid,+,0.71,TR,64.16,64.16,68.1,0.77174,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3707,1.2547,Taman Desa Utama,+,0.7,TR,48.0,48.0,62.1,2.38325,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3706,1.04897,Jalan Aman 2,+,0.7,TR,36.0,36.0,54.4,3.7745,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3705,1.33131,Jalan Pulau Carey,+,0.7,TR,55.0,55.0,63.6,1.174,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3704,1.47705,Telok Panglima Grang Rural,+,0.7,TR,73.0,73.0,76.7,0.64319,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
13998,0.48689,E26/Lebuhraya Lembah Kelang Selatan/Lebuhraya SKVE,+,0.7,TR,50.0,50.0,66.3,2.67471,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3703,0.65103,Jalan Sungai Rambai,+,0.7,TR,58.0,58.0,59.6,0.35794,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3702,1.02947,Jalan Banting Klang,+,0.7,TR,60.0,60.0,60.0,0.0,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3701,0.88254,B126/Jalan Jenjarom-Kampung Sri Cheeding,+,0.7,TR,53.0,53.0,59.4,1.43658,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3700,2.87223,B60/Jalan Sri Cheeding,+,0.7,TR,58.0,58.0,59.6,0.35794,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3699,1.23141,Sikh Cemetery,+,0.7,TR,74.0,74.0,78.4,0.74829,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3698,0.94609,Jalan Sultan Abdul Aziz Shah,+,0.7,TR,69.0,69.0,75.7,1.18009,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3697,1.01529,B69,+,0.7,TR,65.0,65.0,68.1,0.60695,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3696,0.97445,Taman Manggis Jaya,+,0.7,TR,70.0,70.0,74.0,0.72072,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3695,0.46053,B18/Jalan Banting,+,0.7,TR,57.0,57.0,65.9,1.19372,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3694,0.88142,Jalan Stadium,+,0.71,TR,54.03,54.03,59.7,0.59533,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3693,1.26271,Jalan Cendana,+,0.73,TR,60.75,60.75,60.0,0.0,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3692,1.29282,B58,+,0.71,TR,35.39,35.39,44.4,1.80372,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3691,0.95767,Persiaran Majlis,+,0.7,TR,44.0,44.0,48.2,1.16182,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3690,0.65612,B123/Jalan Sungai Lang,+,0.7,TR,49.0,49.0,51.7,0.69632,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3689,3.16026,B122/B121/Jalan Kanchong,+,0.7,TR,57.0,57.0,59.0,0.45197,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3688,1.62834,B59/Jalan Simpang Jugra,+,0.7,TR,69.0,69.0,69.1,0.01929,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3687,3.97583,Morib Rural,+,0.7,TR,76.0,76.0,78.1,0.35851,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3686,1.64768,B122,+,0.7,TR,71.0,71.0,73.1,0.38303,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3685,6.62859,B324,+,0.7,TR,82.0,82.0,83.4,0.22382,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3684,5.16052,Jalan Pachitan,+,0.7,TR,77.0,77.0,78.1,0.18779,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3683,4.95203,Jalan Bawal/Jalan Gelama,+,0.7,TR,62.0,62.0,63.2,0.25316,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3682,6.85138,Sepang Rural (West),+,0.7,TR,75.0,75.0,76.7,0.29552,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3681,6.14989,B119/Jalan Ulu Chuchuh,+,0.7,TR,77.0,77.0,77.5,0.08602,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3680,2.8557,Sepang Rural (East),+,0.7,TR,78.0,78.0,79.1,0.18541,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3679,3.00025,B119/Jalan Lapis,+,0.7,TR,64.0,64.0,64.8,0.1646,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3678,3.32425,Kampung Tanjung Mas Batu 2,+,0.7,TR,56.0,56.0,56.9,0.21089,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3677,4.34538,B48/Jalan Sepang-Dengkil,+,0.7,TR,53.0,53.0,54.4,0.34313,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3676,1.67294,Kampung Site A Tanah Merah,+,0.7,TR,68.0,68.0,71.6,0.67039,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3675,2.83238,Jimah Rural,+,0.7,TR,63.0,63.0,64.0,0.20833,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3674,3.93013,Lorong G V Thevar/N4,+,0.7,TR,62.0,62.0,56.5,0.0,2020-08-03T00:59:47Z,5,ca5dffd9-11a5-4a99-bbeb-dfabbd110da3,F05-03673,F05-03673_2020-08-03T00:59:47Z,
3863,0.03135,P5/Jalan Lahat/Jalan Sitiawan-Ipoh,+,0.7,TR,88.0,88.0,80.0,0.0,2020-08-03T00:59:47Z,Lebuhraya Ipoh-Lumut,6f2b797b-2af4-4106-bb4b-4115002cb5d0,F05-03847,F05-03847_2020-08-03T00:59:47Z,
3862,0.736,Persiaran Perdana/Persiaran BG Perdana 2,+,0.7,TR,75.0,75.0,75.7,0.12329,2020-08-03T00:59:47Z,Lebuhraya Ipoh-Lumut,6f2b797b-2af4-4106-bb4b-4115002cb5d0,F05-03847,F05-03847_2020-08-03T00:59:47Z,
